Raw_Output_Name,Output_Name,RawBusNum,Bus,PlantNames,Fuel,GenFuelType,Max_Cap,Min_Cap,gen_categ,ClassCategory,SourceRowCount,SourceRawRowIDs,SourceBusNames,SourceBusAreaNames
BOWLINGGREEN_NG_Florida_South_1887,BOWLINGGREEN_NG_Florida_South_1887,28537,28537,BOWLINGGREEN_NG_Florida_South,NG (Natural Gas),Gas,195.67,54.09,100_200,Gas_100_200,1,4520,BOWLING GREEN 7 4,Florida South
BOWLINGGREEN_NG_Florida_South_1888,BOWLINGGREEN_NG_Florida_South_1888,28538,28538,BOWLINGGREEN_NG_Florida_South,NG (Natural Gas),Gas,195.67,90.92,100_200,Gas_100_200,1,4521,BOWLING GREEN 7 5,Florida South
SAINTPETERSBURG_NG_Florida_South_1889,SAINTPETERSBURG_NG_Florida_South_1889,28541,28541,SAINTPETERSBURG_NG_Florida_South,NG (Natural Gas),Gas,55.7,21.82,50_100,Gas_50_100,1,4522,SAINT PETERSBURG 24 1,Florida South
SAINTPETERSBURG_NG_Florida_South_1890,SAINTPETERSBURG_NG_Florida_South_1890,28541,28541,SAINTPETERSBURG_NG_Florida_South,NG (Natural Gas),Gas,55.7,20.76,50_100,Gas_50_100,1,4523,SAINT PETERSBURG 24 1,Florida South
SAINTCLOUD_NG_Florida_South,SAINTCLOUD_NG_Florida_South,28548,28548,SAINTCLOUD_NG_Florida_South,NG (Natural Gas),Gas,200.0,83.67,100_200,Gas_100_200,1,4524,SAINT CLOUD 8 6,Florida South
SAINTCLOUD_NG_Florida_South_1891,SAINTCLOUD_NG_Florida_South_1891,28549,28549,SAINTCLOUD_NG_Florida_South,NG (Natural Gas),Gas,200.0,21.35,100_200,Gas_100_200,1,4525,SAINT CLOUD 8 7,Florida South
SAINTCLOUD_NG_Florida_South_1892,SAINTCLOUD_NG_Florida_South_1892,28550,28550,SAINTCLOUD_NG_Florida_South,NG (Natural Gas),Gas,200.0,41.42,100_200,Gas_100_200,1,4526,SAINT CLOUD 8 8,Florida South
BILLINGSLEY_NG_Alabama,BILLINGSLEY_NG_Alabama,29658,29658,BILLINGSLEY_NG_Alabama,NG (Natural Gas),Gas,231.77,36.29,200_300,Gas_200_300,1,4537,BILLINGSLEY 1 2,Alabama
BILLINGSLEY_NG_Alabama_1893,BILLINGSLEY_NG_Alabama_1893,29659,29659,BILLINGSLEY_NG_Alabama,NG (Natural Gas),Gas,231.77,54.69,200_300,Gas_200_300,1,4538,BILLINGSLEY 1 3,Alabama
BILLINGSLEY_NG_Alabama_1894,BILLINGSLEY_NG_Alabama_1894,29660,29660,BILLINGSLEY_NG_Alabama,NG (Natural Gas),Gas,231.77,36.55,200_300,Gas_200_300,1,4539,BILLINGSLEY 1 4,Alabama
BILLINGSLEY_NG_Alabama_1895,BILLINGSLEY_NG_Alabama_1895,29661,29661,BILLINGSLEY_NG_Alabama,NG (Natural Gas),Gas,231.77,110.48,200_300,Gas_200_300,1,4540,BILLINGSLEY 1 5,Alabama
LEROY_C_Alabama,LEROY_C_Alabama,29666,29666,LEROY_C_Alabama,BIT (Bituminous Coal),Coal,179.33,34.42,100_200,Coal_100_200,1,4541,LEROY 1 3,Alabama
LEROY_C_Alabama_1896,LEROY_C_Alabama_1896,29667,29667,LEROY_C_Alabama,BIT (Bituminous Coal),Coal,179.33,58.84,100_200,Coal_100_200,1,4542,LEROY 1 4,Alabama
LEROY_C_Alabama_1897,LEROY_C_Alabama_1897,29668,29668,LEROY_C_Alabama,BIT (Bituminous Coal),Coal,179.33,28.71,100_200,Coal_100_200,1,4543,LEROY 1 5,Alabama
SELMA_NG_Alabama,SELMA_NG_Alabama,29672,29672,SELMA_NG_Alabama,NG (Natural Gas),Gas,27.6,11.75,below_50,Gas_below_50,1,4544,SELMA 9 2,Alabama
SELMA_NG_Alabama_1898,SELMA_NG_Alabama_1898,29672,29672,SELMA_NG_Alabama,NG (Natural Gas),Gas,27.6,5.13,below_50,Gas_below_50,1,4545,SELMA 9 2,Alabama
DOTHAN_O_Alabama,DOTHAN_O_Alabama,29676,29676,DOTHAN_O_Alabama,DFO (Distillate Fuel Oil),Oil,1.43,0.68,below_50,Oil_below_50,1,4547,DOTHAN 11 1,Alabama
DOTHAN_O_Alabama_1899,DOTHAN_O_Alabama_1899,29676,29676,DOTHAN_O_Alabama,DFO (Distillate Fuel Oil),Oil,1.43,0.59,below_50,Oil_below_50,1,4548,DOTHAN 11 1,Alabama
DOTHAN_O_Alabama_1900,DOTHAN_O_Alabama_1900,29676,29676,DOTHAN_O_Alabama,DFO (Distillate Fuel Oil),Oil,1.43,0.43,below_50,Oil_below_50,1,4549,DOTHAN 11 1,Alabama
DOTHAN_O_Alabama_1901,DOTHAN_O_Alabama_1901,29676,29676,DOTHAN_O_Alabama,DFO (Distillate Fuel Oil),Oil,1.43,0.59,below_50,Oil_below_50,1,4550,DOTHAN 11 1,Alabama
DOTHAN_O_Alabama_1902,DOTHAN_O_Alabama_1902,29676,29676,DOTHAN_O_Alabama,DFO (Distillate Fuel Oil),Oil,1.43,0.41,below_50,Oil_below_50,1,4551,DOTHAN 11 1,Alabama
DOTHAN_O_Alabama_1903,DOTHAN_O_Alabama_1903,29676,29676,DOTHAN_O_Alabama,DFO (Distillate Fuel Oil),Oil,1.43,0.38,below_50,Oil_below_50,1,4552,DOTHAN 11 1,Alabama
MCINTOSH_NG_Alabama,MCINTOSH_NG_Alabama,29680,29680,MCINTOSH_NG_Alabama,NG (Natural Gas),Gas,141.5,61.48,100_200,Gas_100_200,1,4553,MC INTOSH 2 3,Alabama
MCINTOSH_NG_Alabama_1904,MCINTOSH_NG_Alabama_1904,29681,29681,MCINTOSH_NG_Alabama,NG (Natural Gas),Gas,141.5,36.0,100_200,Gas_100_200,1,4554,MC INTOSH 2 4,Alabama
MCINTOSH_NG_Alabama_1905,MCINTOSH_NG_Alabama_1905,29682,29682,MCINTOSH_NG_Alabama,NG (Natural Gas),Gas,141.5,22.95,100_200,Gas_100_200,1,4555,MC INTOSH 2 5,Alabama
MCINTOSH_NG_Alabama_1906,MCINTOSH_NG_Alabama_1906,29683,29683,MCINTOSH_NG_Alabama,NG (Natural Gas),Gas,141.5,56.22,100_200,Gas_100_200,1,4556,MC INTOSH 2 6,Alabama
BUCKS_C_Alabama,BUCKS_C_Alabama,29687,29687,BUCKS_C_Alabama,BIT (Bituminous Coal),Coal,354.14,52.17,300_400,Coal_300_400,1,4557,BUCKS 1 2,Alabama
BUCKS_C_Alabama_1907,BUCKS_C_Alabama_1907,29688,29688,BUCKS_C_Alabama,BIT (Bituminous Coal),Coal,354.14,58.51,300_400,Coal_300_400,1,4558,BUCKS 1 3,Alabama
BUCKS_C_Alabama_1908,BUCKS_C_Alabama_1908,29689,29689,BUCKS_C_Alabama,BIT (Bituminous Coal),Coal,354.14,162.19,300_400,Coal_300_400,1,4559,BUCKS 1 4,Alabama
BUCKS_C_Alabama_1909,BUCKS_C_Alabama_1909,29690,29690,BUCKS_C_Alabama,BIT (Bituminous Coal),Coal,354.14,174.04,300_400,Coal_300_400,1,4560,BUCKS 1 5,Alabama
BUCKS_C_Alabama_1910,BUCKS_C_Alabama_1910,29691,29691,BUCKS_C_Alabama,BIT (Bituminous Coal),Coal,354.14,59.73,300_400,Coal_300_400,1,4561,BUCKS 1 6,Alabama
THEODORE_NG_Alabama,THEODORE_NG_Alabama,29694,29694,THEODORE_NG_Alabama,NG (Natural Gas),Gas,3.0,0.45,below_50,Gas_below_50,1,4562,THEODORE 5 1,Alabama
THEODORE_NG_Alabama_1911,THEODORE_NG_Alabama_1911,29694,29694,THEODORE_NG_Alabama,NG (Natural Gas),Gas,3.0,0.88,below_50,Gas_below_50,1,4563,THEODORE 5 1,Alabama
THEODORE_NG_Alabama_1912,THEODORE_NG_Alabama_1912,29695,29695,THEODORE_NG_Alabama,NG (Natural Gas),Gas,3.0,0.49,below_50,Gas_below_50,1,4564,THEODORE 5 2,Alabama
THEODORE_NG_Alabama_1913,THEODORE_NG_Alabama_1913,29696,29696,THEODORE_NG_Alabama,NG (Natural Gas),Gas,3.0,0.34,below_50,Gas_below_50,1,4565,THEODORE 5 3,Alabama
ALEXANDERCITY_NG_Alabama,ALEXANDERCITY_NG_Alabama,29702,29702,ALEXANDERCITY_NG_Alabama,NG (Natural Gas),Gas,274.27,39.65,200_300,Gas_200_300,1,4566,ALEXANDER CITY 5 3,Alabama
ALEXANDERCITY_NG_Alabama_1914,ALEXANDERCITY_NG_Alabama_1914,29703,29703,ALEXANDERCITY_NG_Alabama,NG (Natural Gas),Gas,274.27,121.09,200_300,Gas_200_300,1,4567,ALEXANDER CITY 5 4,Alabama
ALEXANDERCITY_NG_Alabama_1915,ALEXANDERCITY_NG_Alabama_1915,29704,29704,ALEXANDERCITY_NG_Alabama,NG (Natural Gas),Gas,274.27,88.65,200_300,Gas_200_300,1,4568,ALEXANDER CITY 5 5,Alabama
SYLACAUGA_NG_Alabama,SYLACAUGA_NG_Alabama,29712,29712,SYLACAUGA_NG_Alabama,NG (Natural Gas),Gas,49.3,12.23,below_50,Gas_below_50,1,4572,SYLACAUGA 7 2,Alabama
SYLACAUGA_NG_Alabama_1916,SYLACAUGA_NG_Alabama_1916,29713,29713,SYLACAUGA_NG_Alabama,NG (Natural Gas),Gas,49.3,12.56,below_50,Gas_below_50,1,4573,SYLACAUGA 7 3,Alabama
JACKSON_NG_Alabama,JACKSON_NG_Alabama,29717,29717,JACKSON_NG_Alabama,NG (Natural Gas),Gas,18.0,6.39,below_50,Gas_below_50,1,4574,JACKSON 13 2,Alabama
DEMOPOLIS_C_Alabama,DEMOPOLIS_C_Alabama,29726,29726,DEMOPOLIS_C_Alabama,BIT (Bituminous Coal),Coal,284.2,139.97,200_300,Coal_200_300,1,4579,DEMOPOLIS 4 2,Alabama
DEMOPOLIS_C_Alabama_1917,DEMOPOLIS_C_Alabama_1917,29727,29727,DEMOPOLIS_C_Alabama,BIT (Bituminous Coal),Coal,284.2,75.33,200_300,Coal_200_300,1,4580,DEMOPOLIS 4 3,Alabama
BILLINGSLEY_NG_Alabama_1918,BILLINGSLEY_NG_Alabama_1918,29736,29736,BILLINGSLEY_NG_Alabama,NG (Natural Gas),Gas,234.85,70.09,200_300,Gas_200_300,1,4582,BILLINGSLEY 2 3,Alabama
BILLINGSLEY_NG_Alabama_1919,BILLINGSLEY_NG_Alabama_1919,29737,29737,BILLINGSLEY_NG_Alabama,NG (Natural Gas),Gas,234.85,33.37,200_300,Gas_200_300,1,4583,BILLINGSLEY 2 4,Alabama
BILLINGSLEY_NG_Alabama_1920,BILLINGSLEY_NG_Alabama_1920,29738,29738,BILLINGSLEY_NG_Alabama,NG (Natural Gas),Gas,234.85,66.39,200_300,Gas_200_300,1,4584,BILLINGSLEY 2 5,Alabama
BILLINGSLEY_NG_Alabama_1921,BILLINGSLEY_NG_Alabama_1921,29739,29739,BILLINGSLEY_NG_Alabama,NG (Natural Gas),Gas,234.85,111.52,200_300,Gas_200_300,1,4585,BILLINGSLEY 2 6,Alabama
WILSONVILLE_C_Alabama,WILSONVILLE_C_Alabama,29745,29745,WILSONVILLE_C_Alabama,BIT (Bituminous Coal),Coal,402.56,45.51,400_600,Coal_400_600,1,4589,WILSONVILLE 2 2,Alabama
WILSONVILLE_C_Alabama_1922,WILSONVILLE_C_Alabama_1922,29746,29746,WILSONVILLE_C_Alabama,BIT (Bituminous Coal),Coal,402.56,142.75,400_600,Coal_400_600,1,4590,WILSONVILLE 2 3,Alabama
WILSONVILLE_C_Alabama_1923,WILSONVILLE_C_Alabama_1923,29747,29747,WILSONVILLE_C_Alabama,BIT (Bituminous Coal),Coal,402.56,195.2,400_600,Coal_400_600,1,4591,WILSONVILLE 2 4,Alabama
WILSONVILLE_C_Alabama_1924,WILSONVILLE_C_Alabama_1924,29748,29748,WILSONVILLE_C_Alabama,BIT (Bituminous Coal),Coal,402.56,46.73,400_600,Coal_400_600,1,4592,WILSONVILLE 2 5,Alabama
WILSONVILLE_C_Alabama_1925,WILSONVILLE_C_Alabama_1925,29749,29749,WILSONVILLE_C_Alabama,BIT (Bituminous Coal),Coal,402.56,101.83,400_600,Coal_400_600,1,4593,WILSONVILLE 2 6,Alabama
GRAYSVILLE_C_Alabama,GRAYSVILLE_C_Alabama,29753,29753,GRAYSVILLE_C_Alabama,BIT (Bituminous Coal),Coal,705.5,201.17,600_800,Coal_600_800,1,4594,GRAYSVILLE 2 2,Alabama
GRAYSVILLE_C_Alabama_1926,GRAYSVILLE_C_Alabama_1926,29754,29754,GRAYSVILLE_C_Alabama,BIT (Bituminous Coal),Coal,705.5,248.43,600_800,Coal_600_800,1,4595,GRAYSVILLE 2 3,Alabama
GRAYSVILLE_C_Alabama_1927,GRAYSVILLE_C_Alabama_1927,29755,29755,GRAYSVILLE_C_Alabama,BIT (Bituminous Coal),Coal,705.5,135.89,600_800,Coal_600_800,1,4596,GRAYSVILLE 2 4,Alabama
GRAYSVILLE_C_Alabama_1928,GRAYSVILLE_C_Alabama_1928,29756,29756,GRAYSVILLE_C_Alabama,BIT (Bituminous Coal),Coal,705.5,298.49,600_800,Coal_600_800,1,4597,GRAYSVILLE 2 5,Alabama
ANDERSON_Nuc_Alabama,ANDERSON_Nuc_Alabama,29765,29765,ANDERSON_Nuc_Alabama,NUC (Nuclear),Nuclear,1164.67,546.24,ovr_1000,Nuclear_ovr_1000,1,4602,ANDERSON 14 5,Alabama
ANDERSON_Nuc_Alabama_1929,ANDERSON_Nuc_Alabama_1929,29766,29766,ANDERSON_Nuc_Alabama,NUC (Nuclear),Nuclear,1164.67,252.13,ovr_1000,Nuclear_ovr_1000,1,4603,ANDERSON 14 6,Alabama
ANDERSON_Nuc_Alabama_1930,ANDERSON_Nuc_Alabama_1930,29767,29767,ANDERSON_Nuc_Alabama,NUC (Nuclear),Nuclear,1164.67,244.08,ovr_1000,Nuclear_ovr_1000,1,4604,ANDERSON 14 7,Alabama
CODEN_NG_Alabama,CODEN_NG_Alabama,29771,29771,CODEN_NG_Alabama,NG (Natural Gas),Gas,3.4,1.66,below_50,Gas_below_50,1,4605,CODEN 2 2,Alabama
GADSDEN_C_Alabama,GADSDEN_C_Alabama,29776,29776,GADSDEN_C_Alabama,BIT (Bituminous Coal),Coal,69.0,12.9,50_100,Coal_50_100,1,4609,GADSDEN 11 1,Alabama
GADSDEN_C_Alabama_1931,GADSDEN_C_Alabama_1931,29776,29776,GADSDEN_C_Alabama,BIT (Bituminous Coal),Coal,69.0,27.56,50_100,Coal_50_100,1,4610,GADSDEN 11 1,Alabama
DECATUR_NG_Alabama,DECATUR_NG_Alabama,29781,29781,DECATUR_NG_Alabama,NG (Natural Gas),Gas,225.0,54.22,200_300,Gas_200_300,1,4611,DECATUR 16 2,Alabama
DECATUR_NG_Alabama_1932,DECATUR_NG_Alabama_1932,29782,29782,DECATUR_NG_Alabama,NG (Natural Gas),Gas,225.0,58.55,200_300,Gas_200_300,1,4612,DECATUR 16 3,Alabama
DECATUR_NG_Alabama_1933,DECATUR_NG_Alabama_1933,29783,29783,DECATUR_NG_Alabama,NG (Natural Gas),Gas,225.0,46.67,200_300,Gas_200_300,1,4613,DECATUR 16 4,Alabama
DECATUR_NG_Alabama_1934,DECATUR_NG_Alabama_1934,29784,29784,DECATUR_NG_Alabama,NG (Natural Gas),Gas,225.0,45.61,200_300,Gas_200_300,1,4614,DECATUR 16 5,Alabama
HOLLYWOOD_O_Alabama,HOLLYWOOD_O_Alabama,29802,29802,HOLLYWOOD_O_Alabama,DFO (Distillate Fuel Oil),Oil,7.0,2.39,below_50,Oil_below_50,1,4623,HOLLYWOOD 26 2,Alabama
HOLLYWOOD_O_Alabama_1935,HOLLYWOOD_O_Alabama_1935,29803,29803,HOLLYWOOD_O_Alabama,DFO (Distillate Fuel Oil),Oil,7.0,2.55,below_50,Oil_below_50,1,4624,HOLLYWOOD 26 3,Alabama
PRATTVILLE_NG_Alabama,PRATTVILLE_NG_Alabama,29807,29807,PRATTVILLE_NG_Alabama,NG (Natural Gas),Gas,217.33,66.17,200_300,Gas_200_300,1,4625,PRATTVILLE 8 2,Alabama
PRATTVILLE_NG_Alabama_1936,PRATTVILLE_NG_Alabama_1936,29808,29808,PRATTVILLE_NG_Alabama,NG (Natural Gas),Gas,217.33,33.57,200_300,Gas_200_300,1,4626,PRATTVILLE 8 3,Alabama
PRATTVILLE_NG_Alabama_1937,PRATTVILLE_NG_Alabama_1937,29809,29809,PRATTVILLE_NG_Alabama,NG (Natural Gas),Gas,217.33,72.31,200_300,Gas_200_300,1,4627,PRATTVILLE 8 4,Alabama
PRATTVILLE_NG_Alabama_1938,PRATTVILLE_NG_Alabama_1938,29810,29810,PRATTVILLE_NG_Alabama,NG (Natural Gas),Gas,217.33,34.52,200_300,Gas_200_300,1,4628,PRATTVILLE 8 5,Alabama
PRATTVILLE_NG_Alabama_1939,PRATTVILLE_NG_Alabama_1939,29811,29811,PRATTVILLE_NG_Alabama,NG (Natural Gas),Gas,217.33,36.07,200_300,Gas_200_300,1,4629,PRATTVILLE 8 6,Alabama
PRATTVILLE_NG_Alabama_1940,PRATTVILLE_NG_Alabama_1940,29812,29812,PRATTVILLE_NG_Alabama,NG (Natural Gas),Gas,217.33,68.09,200_300,Gas_200_300,1,4630,PRATTVILLE 8 7,Alabama
GANTT_NG_Alabama,GANTT_NG_Alabama,29816,29816,GANTT_NG_Alabama,NG (Natural Gas),Gas,109.0,29.65,100_200,Gas_100_200,1,4631,GANTT 2,Alabama
GANTT_NG_Alabama_1941,GANTT_NG_Alabama_1941,29817,29817,GANTT_NG_Alabama,NG (Natural Gas),Gas,109.0,15.91,100_200,Gas_100_200,1,4632,GANTT 3,Alabama
GANTT_NG_Alabama_1942,GANTT_NG_Alabama_1942,29818,29818,GANTT_NG_Alabama,NG (Natural Gas),Gas,109.0,17.98,100_200,Gas_100_200,1,4633,GANTT 4,Alabama
GANTT_NG_Alabama_1943,GANTT_NG_Alabama_1943,29819,29819,GANTT_NG_Alabama,NG (Natural Gas),Gas,109.0,37.54,100_200,Gas_100_200,1,4634,GANTT 5,Alabama
GANTT_NG_Alabama_1944,GANTT_NG_Alabama_1944,29820,29820,GANTT_NG_Alabama,NG (Natural Gas),Gas,109.0,13.64,100_200,Gas_100_200,1,4635,GANTT 6,Alabama
GANTT_NG_Alabama_1945,GANTT_NG_Alabama_1945,29821,29821,GANTT_NG_Alabama,NG (Natural Gas),Gas,109.0,31.55,100_200,Gas_100_200,1,4636,GANTT 7,Alabama
MCINTOSH_NG_Alabama_1946,MCINTOSH_NG_Alabama_1946,29827,29827,MCINTOSH_NG_Alabama,NG (Natural Gas),Gas,110.0,26.79,100_200,Gas_100_200,1,4639,MC INTOSH 3 2,Alabama
SELMA_NG_Alabama_1947,SELMA_NG_Alabama_1947,29830,29830,SELMA_NG_Alabama,NG (Natural Gas),Gas,24.5,7.15,below_50,Gas_below_50,1,4640,SELMA 11 2,Alabama
SELMA_NG_Alabama_1948,SELMA_NG_Alabama_1948,29831,29831,SELMA_NG_Alabama,NG (Natural Gas),Gas,24.5,12.18,below_50,Gas_below_50,1,4641,SELMA 11 3,Alabama
DEMOPOLIS_NG_Alabama,DEMOPOLIS_NG_Alabama,29846,29846,DEMOPOLIS_NG_Alabama,NG (Natural Gas),Gas,120.0,43.97,100_200,Gas_100_200,1,4646,DEMOPOLIS 5 3,Alabama
DEMOPOLIS_NG_Alabama_1949,DEMOPOLIS_NG_Alabama_1949,29847,29847,DEMOPOLIS_NG_Alabama,NG (Natural Gas),Gas,120.0,57.61,100_200,Gas_100_200,1,4647,DEMOPOLIS 5 4,Alabama
DEMOPOLIS_NG_Alabama_1950,DEMOPOLIS_NG_Alabama_1950,29848,29848,DEMOPOLIS_NG_Alabama,NG (Natural Gas),Gas,120.0,57.54,100_200,Gas_100_200,1,4648,DEMOPOLIS 5 5,Alabama
DEMOPOLIS_NG_Alabama_1951,DEMOPOLIS_NG_Alabama_1951,29849,29849,DEMOPOLIS_NG_Alabama,NG (Natural Gas),Gas,120.0,50.42,100_200,Gas_100_200,1,4649,DEMOPOLIS 5 6,Alabama
DEMOPOLIS_NG_Alabama_1952,DEMOPOLIS_NG_Alabama_1952,29850,29850,DEMOPOLIS_NG_Alabama,NG (Natural Gas),Gas,120.0,30.29,100_200,Gas_100_200,1,4650,DEMOPOLIS 5 7,Alabama
DEMOPOLIS_NG_Alabama_1953,DEMOPOLIS_NG_Alabama_1953,29851,29851,DEMOPOLIS_NG_Alabama,NG (Natural Gas),Gas,120.0,31.33,100_200,Gas_100_200,1,4651,DEMOPOLIS 5 8,Alabama
SMITHSSTATION_NG_Alabama,SMITHSSTATION_NG_Alabama,29858,29858,SMITHSSTATION_NG_Alabama,NG (Natural Gas),Gas,332.62,40.21,300_400,Gas_300_400,1,4652,SMITHS STATION 4 5,Alabama
SMITHSSTATION_NG_Alabama_1954,SMITHSSTATION_NG_Alabama_1954,29859,29859,SMITHSSTATION_NG_Alabama,NG (Natural Gas),Gas,332.62,164.99,300_400,Gas_300_400,1,4653,SMITHS STATION 4 6,Alabama
SMITHSSTATION_NG_Alabama_1955,SMITHSSTATION_NG_Alabama_1955,29860,29860,SMITHSSTATION_NG_Alabama,NG (Natural Gas),Gas,332.62,125.35,300_400,Gas_300_400,1,4654,SMITHS STATION 4 7,Alabama
SMITHSSTATION_NG_Alabama_1956,SMITHSSTATION_NG_Alabama_1956,29861,29861,SMITHSSTATION_NG_Alabama,NG (Natural Gas),Gas,332.62,130.65,300_400,Gas_300_400,1,4655,SMITHS STATION 4 8,Alabama
SMITHSSTATION_NG_Alabama_1957,SMITHSSTATION_NG_Alabama_1957,29862,29862,SMITHSSTATION_NG_Alabama,NG (Natural Gas),Gas,332.62,87.42,300_400,Gas_300_400,1,4656,SMITHS STATION 4 9,Alabama
SMITHSSTATION_NG_Alabama_1958,SMITHSSTATION_NG_Alabama_1958,29863,29863,SMITHSSTATION_NG_Alabama,NG (Natural Gas),Gas,332.62,53.93,300_400,Gas_300_400,1,4657,SMITHS STATION 4 10,Alabama
STEVENSON_C_Alabama,STEVENSON_C_Alabama,29868,29868,STEVENSON_C_Alabama,BIT (Bituminous Coal),Coal,562.5,234.52,400_600,Coal_400_600,1,4658,STEVENSON 4 3,Alabama
STEVENSON_C_Alabama_1959,STEVENSON_C_Alabama_1959,29869,29869,STEVENSON_C_Alabama,BIT (Bituminous Coal),Coal,562.5,137.35,400_600,Coal_400_600,1,4659,STEVENSON 4 4,Alabama
SMITHSSTATION_NG_Alabama_1960,SMITHSSTATION_NG_Alabama_1960,29873,29873,SMITHSSTATION_NG_Alabama,NG (Natural Gas),Gas,51.5,24.91,50_100,Gas_50_100,1,4660,SMITHS STATION 5 2,Alabama
SMITHSSTATION_NG_Alabama_1961,SMITHSSTATION_NG_Alabama_1961,29874,29874,SMITHSSTATION_NG_Alabama,NG (Natural Gas),Gas,51.5,9.93,50_100,Gas_50_100,1,4661,SMITHS STATION 5 3,Alabama
MOBILE_NG_Alabama,MOBILE_NG_Alabama,29878,29878,MOBILE_NG_Alabama,NG (Natural Gas),Gas,140.0,53.9,100_200,Gas_100_200,1,4662,MOBILE 27 2,Alabama
MOBILE_NG_Alabama_1962,MOBILE_NG_Alabama_1962,29879,29879,MOBILE_NG_Alabama,NG (Natural Gas),Gas,140.0,37.94,100_200,Gas_100_200,1,4663,MOBILE 27 3,Alabama
TUSCUMBIA_NG_Alabama,TUSCUMBIA_NG_Alabama,29894,29894,TUSCUMBIA_NG_Alabama,NG (Natural Gas),Gas,79.33,15.74,50_100,Gas_50_100,1,4670,TUSCUMBIA 4 1,Alabama
TUSCUMBIA_NG_Alabama_1963,TUSCUMBIA_NG_Alabama_1963,29894,29894,TUSCUMBIA_NG_Alabama,NG (Natural Gas),Gas,79.33,34.52,50_100,Gas_50_100,1,4671,TUSCUMBIA 4 1,Alabama
TUSCUMBIA_NG_Alabama_1964,TUSCUMBIA_NG_Alabama_1964,29894,29894,TUSCUMBIA_NG_Alabama,NG (Natural Gas),Gas,79.33,26.18,50_100,Gas_50_100,1,4672,TUSCUMBIA 4 1,Alabama
TUSCUMBIA_NG_Alabama_1965,TUSCUMBIA_NG_Alabama_1965,29894,29894,TUSCUMBIA_NG_Alabama,NG (Natural Gas),Gas,79.33,11.65,50_100,Gas_50_100,1,4673,TUSCUMBIA 4 1,Alabama
TUSCUMBIA_NG_Alabama_1966,TUSCUMBIA_NG_Alabama_1966,29894,29894,TUSCUMBIA_NG_Alabama,NG (Natural Gas),Gas,79.33,31.31,50_100,Gas_50_100,1,4674,TUSCUMBIA 4 1,Alabama
TUSCUMBIA_NG_Alabama_1967,TUSCUMBIA_NG_Alabama_1967,29894,29894,TUSCUMBIA_NG_Alabama,NG (Natural Gas),Gas,79.33,29.35,50_100,Gas_50_100,1,4675,TUSCUMBIA 4 1,Alabama
CUSSETA_NG_Alabama,CUSSETA_NG_Alabama,29901,29901,CUSSETA_NG_Alabama,NG (Natural Gas),Gas,25.0,7.01,below_50,Gas_below_50,1,4676,CUSSETA 2 2,Alabama
THEODORE_NG_Alabama_1968,THEODORE_NG_Alabama_1968,29905,29905,THEODORE_NG_Alabama,NG (Natural Gas),Gas,158.7,40.57,100_200,Gas_100_200,1,4677,THEODORE 6 2,Alabama
THEODORE_NG_Alabama_1969,THEODORE_NG_Alabama_1969,29906,29906,THEODORE_NG_Alabama,NG (Natural Gas),Gas,158.7,20.71,100_200,Gas_100_200,1,4678,THEODORE 6 3,Alabama
ALBERTVILLE_O_Alabama,ALBERTVILLE_O_Alabama,29912,29912,ALBERTVILLE_O_Alabama,DFO (Distillate Fuel Oil),Oil,1.0,0.4,below_50,Oil_below_50,1,4683,ALBERTVILLE 7 2,Alabama
ALBERTVILLE_O_Alabama_1970,ALBERTVILLE_O_Alabama_1970,29912,29912,ALBERTVILLE_O_Alabama,DFO (Distillate Fuel Oil),Oil,1.0,0.48,below_50,Oil_below_50,1,4684,ALBERTVILLE 7 2,Alabama
ALBERTVILLE_O_Alabama_1971,ALBERTVILLE_O_Alabama_1971,29913,29913,ALBERTVILLE_O_Alabama,DFO (Distillate Fuel Oil),Oil,1.0,0.31,below_50,Oil_below_50,1,4685,ALBERTVILLE 7 3,Alabama
ALBERTVILLE_O_Alabama_1972,ALBERTVILLE_O_Alabama_1972,29914,29914,ALBERTVILLE_O_Alabama,DFO (Distillate Fuel Oil),Oil,1.0,0.3,below_50,Oil_below_50,1,4686,ALBERTVILLE 7 4,Alabama
EASTABOGA_NG_Alabama,EASTABOGA_NG_Alabama,29918,29918,EASTABOGA_NG_Alabama,NG (Natural Gas),Gas,187.0,65.55,100_200,Gas_100_200,1,4687,EASTABOGA 2,Alabama
EASTABOGA_NG_Alabama_1973,EASTABOGA_NG_Alabama_1973,29919,29919,EASTABOGA_NG_Alabama,NG (Natural Gas),Gas,187.0,74.83,100_200,Gas_100_200,1,4688,EASTABOGA 3,Alabama
EASTABOGA_NG_Alabama_1974,EASTABOGA_NG_Alabama_1974,29920,29920,EASTABOGA_NG_Alabama,NG (Natural Gas),Gas,187.0,55.49,100_200,Gas_100_200,1,4689,EASTABOGA 4,Alabama
EASTABOGA_NG_Alabama_1975,EASTABOGA_NG_Alabama_1975,29921,29921,EASTABOGA_NG_Alabama,NG (Natural Gas),Gas,187.0,71.22,100_200,Gas_100_200,1,4690,EASTABOGA 5,Alabama
MCINTOSH_NG_Alabama_1976,MCINTOSH_NG_Alabama_1976,29924,29924,MCINTOSH_NG_Alabama,NG (Natural Gas),Gas,61.25,6.34,50_100,Gas_50_100,1,4691,MC INTOSH 4 1,Alabama
