wkt_geom,name,folders,Substation Longitude,Substation Latitude,Number
PointZ (-74.96387983565840329 39.35642860804649956 0),MILLVILLE 5 3,Buses,-74.96387984,39.35642861,11890
PointZ (-74.97323983565840422 39.36249654256990027 0),MILLVILLE 5 4,Buses,-74.97323984,39.36249654,11891
PointZ (-74.97323983565840422 39.36138319931480112 0),MILLVILLE 5 5,Buses,-74.97323984,39.3613832,11892
PointZ (-74.96387983565840329 39.36199554171100345 0),MILLVILLE 5 6,Buses,-74.96387984,39.36199554,11893
PointZ (-74.96387983565840329 39.35921212932770175 0),MILLVILLE 5 8,Buses,-74.96387984,39.35921213,11894
PointZ (-76.57346498334959506 41.10161822348919713 0),MILLVILLE 6 1,Buses,-76.57346498,41.10161822,12510
PointZ (-76.56914498334960228 41.10053311193919967 0),MILLVILLE 6 2,Buses,-76.56914498,41.10053311,12511
PointZ (-76.48528710254309715 41.1658299010329003 0),MILLVILLE 7 1,Buses,-76.4852871,41.1658299,12512
PointZ (-76.48096710254310437 41.16637191928609951 0),MILLVILLE 7 2,Buses,-76.4809671,41.16637192,12513
PointZ (-97.4182931763469071 46.27946514957900348 0),MILNOR 1 1,Buses,-97.41829318,46.27946515,69425
PointZ (-97.43780940287899739 46.15339748206390169 0),MILNOR 2 1,Buses,-97.4378094,46.15339748,69426
PointZ (-97.43780940287899739 46.14591548952490285 0),MILNOR 2 2,Buses,-97.4378094,46.14591549,69427
PointZ (-97.42700940287899414 46.15339748206390169 0),MILNOR 2 3,Buses,-97.4270094,46.15339748,69428
PointZ (-97.49222145113610338 46.2957925914748003 0),MILNOR 3 1,Buses,-97.49222145,46.29579259,69429
PointZ (-68.8692374479317948 45.28966433653079804 0),MILO 1 1,Buses,-68.86923745,45.28966434,603
PointZ (-68.85843744793180576 45.29093066134790035 0),MILO 1 2,Buses,-68.85843745,45.29093066,604
PointZ (-68.99884526216999348 45.20948683772080301 0),MILO 2 1,Buses,-68.99884526,45.20948684,605
PointZ (-68.98804526217000443 45.20821869579639696 0),MILO 2 2,Buses,-68.98804526,45.2082187,606
PointZ (-93.50685410573730394 41.24218549262239719 0),MILO 3 1,Buses,-93.50685411,41.24218549,54245
PointZ (-93.50253410573729695 41.24218549262239719 0),MILO 3 2,Buses,-93.50253411,41.24218549,54246
PointZ (-93.41833879225049486 41.32062720169950154 0),MILO 4 1,Buses,-93.41833879,41.3206272,54247
PointZ (-77.50726537566819729 40.79591162653090208 0),MILROY 1,Buses,-77.50726538,40.79591163,13058
PointZ (-70.98985468456280046 43.38477402345110079 0),MILTON 1 1,Buses,-70.98985468,43.38477402,1699
PointZ (-71.13223764410159333 42.21106448064229966 0),MILTON 10 1,Buses,-71.13223764,42.21106448,3476
PointZ (-71.13061764410160492 42.21126446217760275 0),MILTON 10 2,Buses,-71.13061764,42.21126446,3477
PointZ (-76.83261464248199957 40.97459351778609715 0),MILTON 11 1,Buses,-76.83261464,40.97459352,13201
PointZ (-76.83261464248199957 40.97078820690960299 0),MILTON 11 2,Buses,-76.83261464,40.97078821,13202
PointZ (-76.82325464248199864 40.97182109661350324 0),MILTON 11 3,Buses,-76.82325464,40.9718211,13203
PointZ (-76.82541464248200214 40.97133183534400303 0),MILTON 11 4,Buses,-76.82541464,40.97133184,13204
PointZ (-76.82541464248200214 40.97459351778609715 0),MILTON 11 5,Buses,-76.82541464,40.97459352,13205
PointZ (-76.79984377234370641 40.9802683597579005 0),MILTON 12 1,Buses,-76.79984377,40.98026836,13206
PointZ (-75.28109143424090632 38.78685515027890318 0),MILTON 13 1,Buses,-75.28109143,38.78685515,16228
PointZ (-75.27677143424089934 38.78741637387909691 0),MILTON 13 2,Buses,-75.27677143,38.78741637,16229
PointZ (-87.18454192682330017 30.62061549558159967 0),MILTON 14 1,Buses,-87.18454193,30.6206155,25987
PointZ (-87.18022192682329319 30.61937628519940091 0),MILTON 14 2,Buses,-87.18022193,30.61937629,25988
PointZ (-87.27384182294180448 30.67799464532440012 0),MILTON 15 1,Buses,-87.27384182,30.67799465,25989
PointZ (-87.2695218229417975 30.67923310468169973 0),MILTON 15 2,Buses,-87.26952182,30.6792331,25990
PointZ (-87.19234762436120434 30.77298750603370081 0),MILTON 16 1,Buses,-87.19234762,30.77298751,25991
PointZ (-87.18802762436119735 30.77175025057799829 0),MILTON 16 2,Buses,-87.18802762,30.77175025,25992
PointZ (-87.23287689563349545 30.62527807644050171 0),MILTON 17 1,Buses,-87.2328769,30.62527808,25993
PointZ (-87.0225703452566961 30.87246565957959987 0),MILTON 18 1,Buses,-87.02257035,30.87246566,25994
PointZ (-86.8920585144056048 30.83540019175309865 0),MILTON 19 1,Buses,-86.89205851,30.83540019,25995
PointZ (-73.08860307630449427 44.66258569006269852 0),MILTON 2 1,Buses,-73.08860308,44.66258569,2077
PointZ (-73.08428307630450149 44.66309779309609951 0),MILTON 2 2,Buses,-73.08428308,44.66309779,2078
PointZ (-87.03881698642550191 30.79454784542929957 0),MILTON 20 1,Buses,-87.03881699,30.79454785,25996
PointZ (-86.9258710672500996 30.65173338738719977 0),MILTON 21 1,Buses,-86.92587107,30.65173339,25997
PointZ (-86.92155106725010683 30.65235278736119895 0),MILTON 21 2,Buses,-86.92155107,30.65235279,25998
PointZ (-86.97500251146890093 30.65912646706690126 0),MILTON 22 1,Buses,-86.97500251,30.65912647,25999
PointZ (-87.06786507848499923 30.58831239068830143 0),MILTON 23 1,Buses,-87.06786508,30.58831239,26000
PointZ (-87.06354507848500646 30.58831239068830143 0),MILTON 23 2,Buses,-87.06354508,30.58831239,26001
PointZ (-87.02518902435639347 30.53308911530449876 0),MILTON 24 1,Buses,-87.02518902,30.53308912,26002
PointZ (-87.09769988516380579 30.56258235698729919 0),MILTON 25 1,Buses,-87.09769989,30.56258236,26023
PointZ (-87.09985988516379507 30.55880044236279858 0),MILTON 25 2,Buses,-87.09985989,30.55880044,26024
PointZ (-87.09985988516379507 30.55756043915129894 0),MILTON 25 3,Buses,-87.09985989,30.55756044,26025
PointZ (-87.09769988516380579 30.55824244444859872 0),MILTON 25 4,Buses,-87.09769989,30.55824244,26026
PointZ (-87.09985988516379507 30.56376029675829997 0),MILTON 25 5,Buses,-87.09985989,30.5637603,26027
PointZ (-87.09049988516379415 30.56320232736570119 0),MILTON 25 6,Buses,-87.09049989,30.56320233,26028
PointZ (-87.09049988516379415 30.56010242913080077 0),MILTON 25 8,Buses,-87.09049989,30.56010243,26029
PointZ (-87.10540194081549714 30.54233693419899964 0),MILTON 26 1,Buses,-87.10540194,30.54233693,26084
PointZ (-87.10756194081550063 30.54351511968840072 0),MILTON 26 2,Buses,-87.10756194,30.54351512,26085
PointZ (-87.10756194081550063 30.54227492120660159 0),MILTON 26 3,Buses,-87.10756194,30.54227492,26086
PointZ (-87.09820194081549971 30.5429570339022014 0),MILTON 26 4,Buses,-87.09820194,30.54295703,26087
PointZ (-87.09820194081549971 30.53985648905749883 0),MILTON 26 6,Buses,-87.09820194,30.53985649,26088
PointZ (-85.36098692212159733 38.67712314716919764 0),MILTON 27 1,Buses,-85.36098692,38.67712315,32927
PointZ (-85.38243105423420332 38.72734945395259842 0),MILTON 28 1,Buses,-85.38243105,38.72734945,32928
PointZ (-82.22173762308699452 38.48005007851629955 0),MILTON 29 1,Buses,-82.22173762,38.48005008,34388
PointZ (-82.21741762308700174 38.48061370919509727 0),MILTON 29 2,Buses,-82.21741762,38.48061371,34389
PointZ (-73.20300339582929894 44.71064719216779793 0),MILTON 3 1,Buses,-73.2030034,44.71064719,2079
PointZ (-73.19868339582930616 44.70860042997630046 0),MILTON 3 2,Buses,-73.1986834,44.70860043,2080
PointZ (-73.19868339582930616 44.71115887048100035 0),MILTON 3 3,Buses,-73.1986834,44.71115887,2081
PointZ (-82.11292318414270142 38.49939753964749656 0),MILTON 30 1,Buses,-82.11292318,38.49939754,34390
PointZ (-82.10860318414269443 38.49883405587709717 0),MILTON 30 2,Buses,-82.10860318,38.49883406,34391
PointZ (-82.21502874826660445 38.40532827445709785 0),MILTON 31 1,Buses,-82.21502875,38.40532827,34392
PointZ (-88.8673044427474963 42.82481178870990135 0),MILTON 32 1,Buses,-88.86730444,42.82481179,47391
PointZ (-92.18334539620080648 40.66811934988059818 0),MILTON 33 1,Buses,-92.1833454,40.66811935,52874
PointZ (-92.17254539620080322 40.66675404366490199 0),MILTON 33 2,Buses,-92.1725454,40.66675404,52875
PointZ (-73.21126771240869857 44.58977531673679806 0),MILTON 4 1,Buses,-73.21126771,44.58977532,2082
PointZ (-73.21126771240869857 44.58567318028629956 0),MILTON 4 2,Buses,-73.21126771,44.58567318,2083
PointZ (-73.20190771240869765 44.58562189952250066 0),MILTON 4 3,Buses,-73.20190771,44.5856219,2084
PointZ (-73.20406771240870114 44.58516039194699943 0),MILTON 4 4,Buses,-73.20406771,44.58516039,2085
PointZ (-73.20406771240870114 44.59028806251019716 0),MILTON 4 5,Buses,-73.20406771,44.59028806,2086
PointZ (-73.20406771240870114 44.5877242828438014 0),MILTON 4 7,Buses,-73.20406771,44.58772428,2087
PointZ (-73.11636481396449483 44.63706212074819746 0),MILTON 5 1,Buses,-73.11636481,44.63706212,2574
PointZ (-73.11852481396449832 44.63701088719219712 0),MILTON 5 2,Buses,-73.11852481,44.63701089,2575
PointZ (-73.1091648139644974 44.63654978778559723 0),MILTON 5 3,Buses,-73.10916481,44.63654979,2576
PointZ (-73.08195109071660056 44.64152977572179992 0),MILTON 6 1,Buses,-73.08195109,44.64152978,2608
PointZ (-73.07763109071659358 44.64050518416839708 0),MILTON 6 2,Buses,-73.07763109,44.64050518,2609
PointZ (-73.12795361069520084 44.59168728881110155 0),MILTON 7 1,Buses,-73.12795361,44.59168729,2645
PointZ (-73.12363361069519385 44.59117455538179797 0),MILTON 7 2,Buses,-73.12363361,44.59117456,2646
PointZ (-73.05788589653849385 44.6482921081626003 0),MILTON 8 1,Buses,-73.0578859,44.64829211,2652
PointZ (-73.05788589653849385 44.64470637100789929 0),MILTON 8 2,Buses,-73.0578859,44.64470637,2653
PointZ (-73.05788589653849385 44.6406081132167003 0),MILTON 8 3,Buses,-73.0578859,44.64060811,2654
PointZ (-73.06004589653849735 44.64875311425169713 0),MILTON 8 4,Buses,-73.0600459,44.64875311,2655
PointZ (-73.05068589653849642 44.64368183370140031 0),MILTON 8 5,Buses,-73.0506859,44.64368183,2656
PointZ (-73.05068589653849642 44.64777987436249873 0),MILTON 8 7,Buses,-73.0506859,44.64777987,2657
PointZ (-71.10186355806560243 42.17825630847300289 0),MILTON 9 1,Buses,-71.10186356,42.17825631,3470
PointZ (-71.10186355806560243 42.17685569022059866 0),MILTON 9 2,Buses,-71.10186356,42.17685569,3471
PointZ (-71.10267355806560374 42.17583522000270335 0),MILTON 9 3,Buses,-71.10267356,42.17583522,3472
PointZ (-71.10186355806560243 42.17565513590979975 0),MILTON 9 4,Buses,-71.10186356,42.17565514,3473
PointZ (-71.09916355806559807 42.17865647859149902 0),MILTON 9 5,Buses,-71.09916356,42.17865648,3474
PointZ (-71.09916355806559807 42.17725587065010018 0),MILTON 9 7,Buses,-71.09916356,42.17725587,3475
PointZ (-97.50945252549159648 39.34860538898750093 0),MILTONVALE 1,Buses,-97.50945253,39.34860539,63870
PointZ (-87.87627994757930594 43.04961470971230142 0),MILWAUKEE 1 1,Buses,-87.87627995,43.04961471,47672
PointZ (-87.87195994757929896 43.05014085576149796 0),MILWAUKEE 1 2,Buses,-87.87195995,43.05014086,47673
PointZ (-87.92373431659559913 43.00758208892489876 0),MILWAUKEE 10 1,Buses,-87.92373432,43.00758209,47691
PointZ (-87.95613980695810596 42.99830872874849774 0),MILWAUKEE 11 1,Buses,-87.95613981,42.99830873,47692
PointZ (-87.95181980695809898 42.99830872874849774 0),MILWAUKEE 11 2,Buses,-87.95181981,42.99830873,47693
PointZ (-87.9807741678357047 43.1533015052202984 0),MILWAUKEE 12 1,Buses,-87.98077417,43.15330151,47694
PointZ (-87.97915765010189659 43.13962097310309929 0),MILWAUKEE 13 1,Buses,-87.97915765,43.13962097,47695
PointZ (-87.89590811222079481 43.12063900921859982 0),MILWAUKEE 14 1,Buses,-87.89590811,43.12063901,47696
PointZ (-87.91922923849590177 43.09323297347920345 0),MILWAUKEE 15 1,Buses,-87.91922924,43.09323297,47697
PointZ (-87.91922923849590177 43.08850081907019813 0),MILWAUKEE 15 2,Buses,-87.91922924,43.08850082,47698
PointZ (-87.90986923849590085 43.09055146125579938 0),MILWAUKEE 15 3,Buses,-87.90986924,43.09055146,47699
PointZ (-87.91202923849590434 43.09007824259560238 0),MILWAUKEE 15 4,Buses,-87.91202924,43.09007824,47700
PointZ (-87.91202923849590434 43.09323297347920345 0),MILWAUKEE 15 5,Buses,-87.91202924,43.09323297,47701
PointZ (-87.88185614799850498 43.1040776939119965 0),MILWAUKEE 16 1,Buses,-87.88185615,43.10407769,47702
PointZ (-87.97041002142390198 43.04076091228740353 0),MILWAUKEE 17 1,Buses,-87.97041002,43.04076091,47703
PointZ (-87.99373345364099919 43.04585542156920042 0),MILWAUKEE 18 1,Buses,-87.99373345,43.04585542,47704
PointZ (-88.04832365734340272 43.04202702149910209 0),MILWAUKEE 19 1,Buses,-88.04832366,43.04202702,47705
PointZ (-87.96726802921649835 43.08930688768050032 0),MILWAUKEE 2 1,Buses,-87.96726803,43.08930689,47674
PointZ (-87.86764430770260503 43.08345472249619945 0),MILWAUKEE 20 1,Buses,-87.86764431,43.08345472,47706
PointZ (-87.86166054729879704 42.97969386536839664 0),MILWAUKEE 21 1,Buses,-87.86166055,42.97969387,47707
PointZ (-87.85734054729880427 42.9812740881848967 0),MILWAUKEE 21 2,Buses,-87.85734055,42.98127409,47708
PointZ (-87.93153915222950445 43.13097690996519873 0),MILWAUKEE 22 1,Buses,-87.93153915,43.13097691,47709
PointZ (-87.8838291690243949 43.15505307001220103 0),MILWAUKEE 23 1,Buses,-87.88382917,43.15505307,47710
PointZ (-87.92624148527629302 43.04187072811439663 0),MILWAUKEE 24 1,Buses,-87.92624149,43.04187073,47711
PointZ (-88.10428400000000693 43.04653469915849939 0),MILWAUKEE 25 1,Buses,-88.104284,43.0465347,47712
PointZ (-88.09996399999999994 43.04653469915849939 0),MILWAUKEE 25 2,Buses,-88.099964,43.0465347,47713
PointZ (-87.92845632155069779 43.07400902731519921 0),MILWAUKEE 26 1,Buses,-87.92845632,43.07400903,47714
PointZ (-87.92413632155070502 43.07400902731519921 0),MILWAUKEE 26 2,Buses,-87.92413632,43.07400903,47715
PointZ (-88.00652032268550329 43.1023475568939034 0),MILWAUKEE 27 1,Buses,-88.00652032,43.10234756,47716
PointZ (-88.0022003226854963 43.10445030370630093 0),MILWAUKEE 27 2,Buses,-88.00220032,43.1044503,47717
PointZ (-88.02696105314349495 43.00437052604279842 0),MILWAUKEE 28 1,Buses,-88.02696105,43.00437053,47718
PointZ (-87.99333268390689966 42.97015499319130072 0),MILWAUKEE 29 1,Buses,-87.99333268,42.97015499,47719
PointZ (-87.95709365010000624 43.01464994000610176 0),MILWAUKEE 3 1,Buses,-87.95709365,43.01464994,47675
PointZ (-87.95277365009999926 43.0141234896074991 0),MILWAUKEE 3 2,Buses,-87.95277365,43.01412349,47676
PointZ (-88.03035425818140425 42.9598672223453022 0),MILWAUKEE 30 1,Buses,-88.03035426,42.95986722,47720
PointZ (-87.97727644967480387 42.95265257824139837 0),MILWAUKEE 31 1,Buses,-87.97727645,42.95265258,47721
PointZ (-87.91005309549059632 42.98083047907960008 0),MILWAUKEE 32 1,Buses,-87.9100531,42.98083048,47722
PointZ (-87.85215134731579667 42.96662486591920072 0),MILWAUKEE 33 1,Buses,-87.85215135,42.96662487,47723
PointZ (-87.94198727630259782 43.08844246406420098 0),MILWAUKEE 34 1,Buses,-87.94198728,43.08844246,47724
PointZ (-87.99239279675650494 43.02890195820560137 0),MILWAUKEE 35 1,Buses,-87.9923928,43.02890196,47725
PointZ (-87.92898752489230674 43.17115935485300326 0),MILWAUKEE 36 1,Buses,-87.92898752,43.17115935,47726
PointZ (-87.92158918131079304 43.14707093254389747 0),MILWAUKEE 37 1,Buses,-87.92158918,43.14707093,47727
PointZ (-87.91726918131080026 43.14654561873899752 0),MILWAUKEE 37 2,Buses,-87.91726918,43.14654562,47728
PointZ (-87.89474091225200425 43.19921107592170273 0),MILWAUKEE 38 1,Buses,-87.89474091,43.19921108,47729
PointZ (-87.90594619166280665 43.10432425903400144 0),MILWAUKEE 39 1,Buses,-87.90594619,43.10432426,47730
PointZ (-87.90162619166279967 43.10432425903400144 0),MILWAUKEE 39 2,Buses,-87.90162619,43.10432426,47731
PointZ (-87.88816665109709447 42.96181757301170023 0),MILWAUKEE 4 1,Buses,-87.88816665,42.96181757,47677
PointZ (-87.98241982790270299 43.26763744783229981 0),MILWAUKEE 40 1,Buses,-87.98241983,43.26763745,47732
PointZ (-87.97809982790269601 43.26763744783229981 0),MILWAUKEE 40 2,Buses,-87.97809983,43.26763745,47733
PointZ (-87.95514864026489477 43.13809609120570343 0),MILWAUKEE 41 1,Buses,-87.95514864,43.13809609,47734
PointZ (-88.0544154375562016 43.1867007352001977 0),MILWAUKEE 42 1,Buses,-88.05441544,43.18670074,47735
PointZ (-88.05009543755619461 43.18722570379460279 0),MILWAUKEE 42 2,Buses,-88.05009544,43.1872257,47736
PointZ (-87.98798847015440572 43.07733068046609759 0),MILWAUKEE 43 1,Buses,-87.98798847,43.07733068,47737
PointZ (-87.98464173024399315 43.10035143295200299 0),MILWAUKEE 44 1,Buses,-87.98464173,43.10035143,47738
PointZ (-87.98032173024400038 43.10192855125129796 0),MILWAUKEE 44 2,Buses,-87.98032173,43.10192855,47739
PointZ (-87.99942301387919485 42.95961160188500116 0),MILWAUKEE 45 1,Buses,-87.99942301,42.9596116,47740
PointZ (-88.0079588600895022 43.00861725702529981 0),MILWAUKEE 46 1,Buses,-88.00795886,43.00861726,47741
PointZ (-88.00363886008949521 43.00967024770900338 0),MILWAUKEE 46 2,Buses,-88.00363886,43.00967025,47742
PointZ (-87.95416947648230632 42.95647416557069675 0),MILWAUKEE 47 1,Buses,-87.95416948,42.95647417,47743
PointZ (-87.94984947648229934 42.95436634312370217 0),MILWAUKEE 47 2,Buses,-87.94984948,42.95436634,47744
PointZ (-88.04465590871210168 42.93686603580260197 0),MILWAUKEE 48 1,Buses,-88.04465591,42.93686604,47745
PointZ (-87.91951887321140191 43.05802017899009826 0),MILWAUKEE 49 1,Buses,-87.91951887,43.05802018,47746
PointZ (-87.91519887321139493 43.05907232235620086 0),MILWAUKEE 49 2,Buses,-87.91519887,43.05907232,47747
PointZ (-88.0080505888719955 43.0693651994111022 0),MILWAUKEE 5 1,Buses,-88.00805059,43.0693652,47678
PointZ (-88.00373058887200273 43.06515722035990024 0),MILWAUKEE 5 2,Buses,-88.00373059,43.06515722,47679
PointZ (-88.00373058887200273 43.07199503724719847 0),MILWAUKEE 5 3,Buses,-88.00373059,43.07199504,47680
PointZ (-88.01828385808660471 42.93710532946870018 0),MILWAUKEE 50 1,Buses,-88.01828386,42.93710533,47748
PointZ (-87.96016717990170264 42.92907421382629707 0),MILWAUKEE 51 1,Buses,-87.96016718,42.92907421,47749
PointZ (-87.87636612603729702 42.92434685890039958 0),MILWAUKEE 52 1,Buses,-87.87636613,42.92434686,47750
PointZ (-87.87204612603730425 42.92592850345069877 0),MILWAUKEE 52 2,Buses,-87.87204613,42.9259285,47751
PointZ (-87.98244543682800156 42.89715225073990013 0),MILWAUKEE 53 1,Buses,-87.98244544,42.89715225,47752
PointZ (-87.98720675112629408 42.93679333948170296 0),MILWAUKEE 54 1,Buses,-87.98720675,42.93679334,47753
PointZ (-87.98820139585349409 43.00599603678089977 0),MILWAUKEE 55 1,Buses,-87.9882014,43.00599604,47754
PointZ (-88.06089067360130684 43.02960298833009745 0),MILWAUKEE 56 1,Buses,-88.06089067,43.02960299,47755
PointZ (-88.05657067360129986 43.03012930601150288 0),MILWAUKEE 56 2,Buses,-88.05657067,43.03012931,47756
PointZ (-88.01742620196080225 43.04132629333160054 0),MILWAUKEE 57 1,Buses,-88.0174262,43.04132629,47757
PointZ (-88.12171192172159806 43.01074613483630316 0),MILWAUKEE 58 1,Buses,-88.12171192,43.01074613,47758
PointZ (-88.02011808622400224 43.19674650507260338 0),MILWAUKEE 59 1,Buses,-88.02011809,43.19674651,47759
PointZ (-88.01579808622399526 43.19727138726400284 0),MILWAUKEE 59 2,Buses,-88.01579809,43.19727139,47760
PointZ (-87.83852371260169889 42.93920161376230027 0),MILWAUKEE 6 1,Buses,-87.83852371,42.93920161,47681
PointZ (-87.83852371260169889 42.9339304377117017 0),MILWAUKEE 6 2,Buses,-87.83852371,42.93393044,47682
PointZ (-87.83420371260170612 42.93024034238059983 0),MILWAUKEE 6 3,Buses,-87.83420371,42.93024034,47683
PointZ (-87.83420371260170612 42.93498470596770034 0),MILWAUKEE 6 4,Buses,-87.83420371,42.93498471,47684
PointZ (-87.83420371260170612 42.93867451703400206 0),MILWAUKEE 6 6,Buses,-87.83420371,42.93867452,47685
PointZ (-88.00056860629040045 43.15993438928020254 0),MILWAUKEE 60 1,Buses,-88.00056861,43.15993439,47761
PointZ (-87.99624860629039347 43.16045958801159799 0),MILWAUKEE 60 2,Buses,-87.99624861,43.16045959,47762
PointZ (-87.94915082868800482 43.12189412376589814 0),MILWAUKEE 61 1,Buses,-87.94915083,43.12189412,47763
PointZ (-88.02639995781929372 43.24490454920250215 0),MILWAUKEE 62 1,Buses,-88.02639996,43.24490455,47764
PointZ (-88.11916593896670236 43.09065835018329693 0),MILWAUKEE 63 1,Buses,-88.11916594,43.09065835,47765
PointZ (-88.11484593896669537 43.09118414401739727 0),MILWAUKEE 63 2,Buses,-88.11484594,43.09118414,47766
PointZ (-88.07103753166430238 43.13859655380750269 0),MILWAUKEE 64 1,Buses,-88.07103753,43.13859655,47767
PointZ (-88.06671753166429539 43.13807116718130175 0),MILWAUKEE 64 2,Buses,-88.06671753,43.13807117,47768
PointZ (-88.05436179320679457 43.06896496383689765 0),MILWAUKEE 65 1,Buses,-88.05436179,43.06896496,47769
PointZ (-88.0500417932068018 43.06843897929429943 0),MILWAUKEE 65 2,Buses,-88.05004179,43.06843898,47770
PointZ (-88.10529624500250634 42.9734295216702975 0),MILWAUKEE 66 1,Buses,-88.10529625,42.97342952,47771
PointZ (-88.10097624500249935 42.9734295216702975 0),MILWAUKEE 66 2,Buses,-88.10097625,42.97342952,47772
PointZ (-88.04002798012149356 42.97665592837299897 0),MILWAUKEE 67 1,Buses,-88.04002798,42.97665593,47773
PointZ (-87.8957715489743947 43.05975650409290267 0),MILWAUKEE 68 1,Buses,-87.89577155,43.0597565,48544
PointZ (-87.8979315489743982 43.05970389746460114 0),MILWAUKEE 68 2,Buses,-87.89793155,43.0597039,48545
PointZ (-87.88857154897439727 43.05923044053670168 0),MILWAUKEE 68 3,Buses,-87.88857155,43.05923044,48546
PointZ (-87.89565278466020004 43.03258783126639742 0),MILWAUKEE 69 1,Buses,-87.89565278,43.03258783,48658
PointZ (-87.89133278466019306 43.03206153466749839 0),MILWAUKEE 69 2,Buses,-87.89133278,43.03206153,48659
PointZ (-87.95824297966619554 42.90925840130079649 0),MILWAUKEE 7 1,Buses,-87.95824298,42.9092584,47686
PointZ (-87.95392297966620276 42.90134762135149771 0),MILWAUKEE 7 2,Buses,-87.95392298,42.90134762,47687
PointZ (-87.95392297966620276 42.90978574977309989 0),MILWAUKEE 7 3,Buses,-87.95392298,42.90978575,47688
PointZ (-88.01673174587099879 43.02261332794000026 0),MILWAUKEE 70 1,Buses,-88.01673175,43.02261333,48836
PointZ (-88.01241174587100602 43.02156055917330235 0),MILWAUKEE 70 2,Buses,-88.01241175,43.02156056,48837
PointZ (-87.92367596331060042 43.0209858062057009 0),MILWAUKEE 71 1,Buses,-87.92367596,43.02098581,48840
PointZ (-87.92583596331060392 43.0214595583436008 0),MILWAUKEE 71 2,Buses,-87.92583596,43.02145956,48841
PointZ (-87.92583596331060392 43.02040676788819695 0),MILWAUKEE 71 3,Buses,-87.92583596,43.02040677,48842
PointZ (-87.91647596331060299 43.0209858062057009 0),MILWAUKEE 71 4,Buses,-87.91647596,43.02098581,48843
PointZ (-87.92367596331060042 43.01835377495800117 0),MILWAUKEE 71 6,Buses,-87.92367596,43.01835377,48844
PointZ (-87.88851410518229557 43.0051972347296001 0),MILWAUKEE 8 1,Buses,-87.88851411,43.00519723,47689
PointZ (-87.89657171969639649 43.02184424792140049 0),MILWAUKEE 9 1,Buses,-87.89657172,43.02184425,47690
PointZ (-81.00950387225340421 28.55770038472680028 0),MIMS 1,Buses,-81.00950387,28.55770038,26166
PointZ (-103.40847122563499738 41.92196921985819813 0),MINATARE 1,Buses,-103.4084712,41.92196922,67302
PointZ (-103.39767122563499413 41.9233085031376973 0),MINATARE 2,Buses,-103.3976712,41.9233085,67303
PointZ (-97.9900994344743026 35.25788420673980283 0),MINCO 1 1,Buses,-97.99009943,35.25788421,62119
PointZ (-98.04378363005929486 35.343359354959901 0),MINCO 2 1,Buses,-98.04378363,35.34335935,62120
PointZ (-97.96695508816229392 35.27649020833659677 0),MINCO 3 1,Buses,-97.96695509,35.27649021,63296
PointZ (-97.95975508816229649 35.27119992691080341 0),MINCO 3 2,Buses,-97.95975509,35.27119993,63297
PointZ (-97.96911508816229741 35.270553311904699 0),MINCO 3 3,Buses,-97.96911509,35.27055331,63298
PointZ (-97.96695508816229392 35.2700242621310025 0),MINCO 3 4,Buses,-97.96695509,35.27002426,63299
PointZ (-97.96911508816229741 35.27760699857859805 0),MINCO 3 5,Buses,-97.96911509,35.277607,63300
PointZ (-97.95975508816229649 35.27590241753350142 0),MINCO 3 6,Buses,-97.95975509,35.27590242,63301
PointZ (-97.96695508816229392 35.27296339102589684 0),MINCO 3 8,Buses,-97.96695509,35.27296339,63302
PointZ (-98.06244856856359604 35.32877370899760194 0),MINCO 4 1,Buses,-98.06244857,35.32877371,63346
PointZ (-98.06460856856359953 35.32871496754629703 0),MINCO 4 2,Buses,-98.06460857,35.32871497,63347
PointZ (-98.05524856856359861 35.32818629787750098 0),MINCO 4 3,Buses,-98.05524857,35.3281863,63348
PointZ (-98.17150184807539404 35.35679448456419749 0),MINCO 5 1,Buses,-98.17150185,35.35679448,63443
PointZ (-98.17150184807539404 35.35327116742700326 0),MINCO 5 2,Buses,-98.17150185,35.35327117,63444
PointZ (-98.17366184807539753 35.35791016638950168 0),MINCO 5 3,Buses,-98.17366185,35.35791017,63445
PointZ (-98.16430184807539661 35.35796888661769799 0),MINCO 5 4,Buses,-98.16430185,35.35796889,63446
PointZ (-98.16430184807539661 35.35562006118190226 0),MINCO 5 6,Buses,-98.16430185,35.35562006,63447
PointZ (-95.53866106007009762 41.46203320567740036 0),MINDEN 1 1,Buses,-95.53866106,41.46203321,54014
PointZ (-93.2914864171610958 32.65063715461779736 0),MINDEN 2 1,Buses,-93.29148642,32.65063715,60072
PointZ (-93.32034244525669919 32.63758586248359705 0),MINDEN 3 1,Buses,-93.32034245,32.63758586,60073
PointZ (-93.32034244525669919 32.63394791958059926 0),MINDEN 3 2,Buses,-93.32034245,32.63394792,60074
PointZ (-93.31098244525669827 32.63388728554350138 0),MINDEN 3 3,Buses,-93.31098245,32.63388729,60075
PointZ (-93.31314244525670176 32.63334158284430231 0),MINDEN 3 4,Buses,-93.31314245,32.63334158,60076
PointZ (-93.31314244525670176 32.63879847432019687 0),MINDEN 3 5,Buses,-93.31314245,32.63879847,60077
PointZ (-93.31314244525670176 32.63637322982319944 0),MINDEN 3 7,Buses,-93.31314245,32.63637323,60078
PointZ (-93.19121809714110327 32.68566540343609717 0),MINDEN 4 1,Buses,-93.1912181,32.6856654,60079
