Number,Name,AreaName,Nom kV,Vpu,kV,Vangle,Load MW,LoadMvar,GenMW,GenMvar,ShuntMvar,ActG,ActB,AreaNumber,ZoneNumber,Substation Longitude,Substation Latitude
44481,CHICAGO 136 1,Chicago North Illinois,230,1.01984,234.563,-106.4,,,,,,0,0,34,1,-87.57765266,41.71119801
44482,CHICAGO 136 2,Chicago North Illinois,100,1.043,104.3,-111.63,,,,,,0,0,34,1,-87.57495266,41.70857771
44483,CHICAGO 136 3,Chicago North Illinois,13.2,1.01236,13.363,-104.48,,,67.87,34.54,,0,0,34,1,-87.57846266,41.71258873
44484,CHICAGO 136 4,Chicago North Illinois,13.8,1.01126,13.955,-104.59,,,67.87,34.54,,0,0,34,1,-87.57846266,41.71218563
44485,CHICAGO 136 5,Chicago North Illinois,13.2,1.01363,13.38,-103.6,,,67.87,34.54,,0,0,34,1,-87.57846266,41.71178252
44486,CHICAGO 136 6,Chicago North Illinois,24,1.0139,24.334,-104.3,,,67.87,34.54,,0,0,34,1,-87.57846266,41.7113794
44487,CHICAGO 136 7,Chicago North Illinois,18,1.01154,18.208,-103.87,,,67.87,34.54,,0,0,34,1,-87.57846266,41.71097629
44488,CHICAGO 136 8,Chicago North Illinois,13.8,1.01174,13.962,-103.84,,,67.87,34.54,,0,0,34,1,-87.57846266,41.71057317
44489,CHICAGO 136 9,Chicago North Illinois,230,1.0234,235.382,-105.98,,,,,,0,0,34,1,-87.57495266,41.71240734
44490,CHICAGO 136 11,Chicago North Illinois,230,1.01984,234.563,-106.4,,,,,,0,0,34,1,-87.57495266,41.71139956
44491,GENESEO 9 1,Chicago North Illinois,100,1.03542,103.542,-80.85,,,,,,0,0,34,1,-90.16107478,41.46062781
44492,GENESEO 9 2,Chicago North Illinois,22,1.00559,22.123,-80.67,,,4.8,2.24,,0,0,34,1,-90.16323478,41.46111342
44493,GENESEO 9 3,Chicago North Illinois,100,1.03538,103.538,-80.85,,,,,,0,0,34,1,-90.15387478,41.46062781
44494,GENESEO 9 5,Chicago North Illinois,100,1.03542,103.542,-80.85,,,,,,0,0,34,1,-90.16107478,41.45792987
44495,ROCHELLE 8 1,Chicago North Illinois,100,1.0351,103.51,-94.98,,,0.97,0.45,,0,0,34,1,-89.04451668,41.88988152
44496,ROCHELLE 8 2,Chicago North Illinois,18,1.03543,18.638,-94.94,,,0.97,0.45,,0,0,34,1,-89.04667668,41.8866119
44497,ROCHELLE 8 3,Chicago North Illinois,18,1.03543,18.638,-94.94,,,0.97,0.45,,0,0,34,1,-89.04667668,41.88553986
44498,ROCHELLE 8 4,Chicago North Illinois,1,1.03508,1.035,-94.98,,,,,,0,0,34,1,-89.04451668,41.88612948
44499,ROCHELLE 8 5,Chicago North Illinois,100,1.03508,103.508,-94.98,,,,,,0,0,34,1,-89.03731668,41.89041751
44500,ROCHELLE 8 7,Chicago North Illinois,100,1.0351,103.51,-94.98,,,,,,0,0,34,1,-89.03731668,41.88773752
44501,DIXON 8 1,Chicago North Illinois,100,1.00458,100.458,-95.5,,,1.8,0.69,,0,0,34,1,-89.4881088,41.84616664
44502,DIXON 8 2,Chicago North Illinois,100,1.00456,100.456,-95.5,,,,,,0,0,34,1,-89.4837888,41.84670299
44503,PARK RIDGE 5 1,Chicago North Illinois,100,1.04551,104.551,-110.5,,,,,,0,0,34,1,-87.81376393,41.99772099
44504,PARK RIDGE 5 2,Chicago North Illinois,13.8,1.02,14.076,-110.45,,,0.6,-0.03,,0,0,34,1,-87.81457393,41.99770092
44505,PARK RIDGE 5 3,Chicago North Illinois,100,1.04551,104.551,-110.5,,,,,,0,0,34,1,-87.81106393,41.99551374
44506,LOCKPORT 12 1,Chicago North Illinois,100,1.00933,100.933,-109.67,,,,,,0,0,34,1,-88.05265551,41.58518259
44507,LOCKPORT 12 2,Chicago North Illinois,13.8,1.03711,14.312,-109.42,,,8,3.07,,0,0,34,1,-88.05346551,41.58536435
44508,LOCKPORT 12 3,Chicago North Illinois,100,1.00929,100.929,-109.68,,,,,,0,0,34,1,-88.04995551,41.58457673
44509,LOCKPORT 12 5,Chicago North Illinois,100,1.00933,100.933,-109.67,,,,,,0,0,34,1,-88.05265551,41.58417282
44510,ROCHELLE 9 1,Chicago North Illinois,230,1.03524,238.104,-93.04,,,2.96,1.51,,0,0,34,1,-89.07536822,41.90411668
44511,ROCHELLE 9 2,Chicago North Illinois,100,1.03549,103.549,-94.83,,,8.88,4.52,,0,0,34,1,-89.07536822,41.89714999
44512,ROCHELLE 9 3,Chicago North Illinois,18,1.03534,18.636,-94.41,,,,,,0,0,34,1,-89.06600822,41.8944167
44513,ROCHELLE 9 4,Chicago North Illinois,1,1.03534,1.035,-94.41,,,,,,0,0,34,1,-89.06816822,41.89393434
44514,ROCHELLE 9 5,Chicago North Illinois,230,1.03532,238.123,-93.02,,,,,,0,0,34,1,-89.06816822,41.90090138
44515,ROCHELLE 9 7,Chicago North Illinois,230,1.03524,238.104,-93.04,,,,,,0,0,34,1,-89.07536822,41.90090138
44516,ROCKFORD 29 1,Chicago North Illinois,100,1.01134,101.134,-98.99,,,2.6,0,,0,0,34,1,-89.06871005,42.19359917
44517,ROCKFORD 29 2,Chicago North Illinois,100,1.01134,101.134,-98.99,,,,,,0,0,34,1,-89.06439005,42.1925323
44518,AURORA 28 1,Chicago North Illinois,230,1.044,240.12,-98.59,,,,,,0,0,34,1,-88.20509664,41.82016865
44519,AURORA 28 2,Chicago North Illinois,13.8,1.05971,14.624,-93.59,,,212.5,39.18,,0,0,34,1,-88.20590664,41.8211546
44520,AURORA 28 3,Chicago North Illinois,20,1.0495,20.99,-91.66,,,212.5,17.39,,0,0,34,1,-88.20590664,41.82075217
44521,AURORA 28 4,Chicago North Illinois,13.8,1.0495,14.483,-95.49,,,212.5,22.4,,0,0,34,1,-88.20590664,41.82034975
44522,AURORA 28 5,Chicago North Illinois,13.8,1.0495,14.483,-91.96,,,212.5,17.11,,0,0,34,1,-88.20590664,41.81994732
44523,AURORA 28 6,Chicago North Illinois,13.8,1.0495,14.483,-92.36,,,212.5,15.75,,0,0,34,1,-88.20590664,41.81954488
44524,AURORA 28 7,Chicago North Illinois,13.8,1.0495,14.483,-95.15,,,212.5,19.81,,0,0,34,1,-88.20590664,41.81914245
44525,AURORA 28 8,Chicago North Illinois,230,1.04089,239.406,-99.32,,,,,,0,0,34,1,-88.20239664,41.82057108
44526,AURORA 28 10,Chicago North Illinois,230,1.044,240.12,-98.59,,,,,,0,0,34,1,-88.20239664,41.81916257
44527,BYRON 7 1,Chicago North Illinois,500,1.043,521.5,-82.73,,,,,-54.04,0,0,34,1,-89.27085418,42.08925312
44528,BYRON 7 2,Chicago North Illinois,230,1.03227,237.422,-88.33,,,,,,0,0,34,1,-89.27085418,42.08551282
44529,BYRON 7 3,Chicago North Illinois,13.8,1.03234,14.246,-88.26,,,,,,0,0,34,1,-89.26149418,42.08492504
44530,BYRON 7 4,Chicago North Illinois,1,1.03234,1.032,-88.26,,,,,,0,0,34,1,-89.26365418,42.08444412
44531,BYRON 7 5,Chicago North Illinois,18,1.03328,18.599,-77.86,,,1224.9,163.74,,0,0,34,1,-89.27301418,42.09026831
44532,BYRON 7 6,Chicago North Illinois,13.8,1.03504,14.284,-75.43,,,1224.9,163.74,,0,0,34,1,-89.27301418,42.08919969
44533,BYRON 7 7,Chicago North Illinois,500,1.03963,519.817,-83.84,,,,,,0,0,34,1,-89.26365418,42.08978743
44534,BYRON 7 9,Chicago North Illinois,500,1.043,521.5,-82.73,,,,,,0,0,34,1,-89.26365418,42.08711583
44535,ROCHELLE 10 1,Chicago North Illinois,100,1.03522,103.522,-94.9,,,,,,0,0,34,1,-89.07215716,41.87942097
44536,ROCHELLE 10 2,Chicago North Illinois,13.8,1.03565,14.292,-94.86,,,1.8,0.84,,0,0,34,1,-89.07431716,41.87615081
44537,ROCHELLE 10 3,Chicago North Illinois,13.8,1.03565,14.292,-94.86,,,1.8,0.84,,0,0,34,1,-89.07431716,41.87507859
44538,ROCHELLE 10 4,Chicago North Illinois,1,1.03522,1.035,-94.91,,,,,,0,0,34,1,-89.07215716,41.87566832
44539,ROCHELLE 10 5,Chicago North Illinois,13.8,1.03577,14.294,-94.85,,,1.8,0.84,,0,0,34,1,-89.07431716,41.8804395
44540,ROCHELLE 10 6,Chicago North Illinois,100,1.03518,103.518,-94.91,,,,,,0,0,34,1,-89.06495716,41.87995704
44541,ROCHELLE 10 8,Chicago North Illinois,100,1.03522,103.522,-94.9,,,,,,0,0,34,1,-89.06495716,41.87727662
44542,NAPERVILLE 11 1,Chicago North Illinois,100,1.01764,101.764,-110.39,,,8.3,4.22,,0,0,34,1,-88.14842674,41.84916182
44543,NAPERVILLE 11 2,Chicago North Illinois,100,1.01758,101.758,-110.39,,,,,,0,0,34,1,-88.14680674,41.84875958
44544,NORTH CHICAGO 1,Chicago North Illinois,100,1.03981,103.981,-106.28,,,,,,0,0,34,1,-87.82687022,42.29476507
44545,NORTH CHICAGO 2,Chicago North Illinois,22,1.04,22.88,-106.17,,,6.2,0.33,,0,0,34,1,-87.82903022,42.29204886
44546,NORTH CHICAGO 3,Chicago North Illinois,22,1.04,22.88,-106.17,,,6.2,0.33,,0,0,34,1,-87.82903022,42.29098365
44547,NORTH CHICAGO 4,Chicago North Illinois,1,1.03978,1.04,-106.3,,,,,,0,0,34,1,-87.82687022,42.29156952
44548,NORTH CHICAGO 5,Chicago North Illinois,100,1.03978,103.978,-106.28,,,,,,0,0,34,1,-87.81967022,42.29423249
44549,SHABBONA 2 1,Chicago North Illinois,500,1.03854,519.268,-87.66,,,,,,0,0,34,1,-88.89728803,41.77249912
44550,SHABBONA 2 2,Chicago North Illinois,230,1.04332,239.965,-92.5,,,,,,0,0,34,1,-88.89008803,41.76820319
44551,SHABBONA 2 3,Chicago North Illinois,100,1.04811,104.811,-94.27,,,,,,0,0,34,1,-88.89728803,41.76712916
44552,SHABBONA 2 4,Chicago North Illinois,13.8,1.01089,13.95,-86.66,,,217.5,46.33,,0,0,34,1,-88.89944803,41.77351935
44553,SHABBONA 2 5,Chicago North Illinois,500,1.03945,519.727,-87.52,,,,,,0,0,34,1,-88.89008803,41.77249912
44554,SHABBONA 2 7,Chicago North Illinois,500,1.03854,519.268,-87.66,,,,,,0,0,34,1,-88.89728803,41.7692772
44555,SUMMIT ARGO 3 1,Chicago North Illinois,100,1.03137,103.137,-111.6,,,9.6,4.89,,0,0,34,1,-87.81836778,41.80857545
44556,SUMMIT ARGO 3 2,Chicago North Illinois,100,1.03129,103.129,-111.61,,,,,,0,0,34,1,-87.81674778,41.80777044
44557,PRINCETON 21 1,Chicago North Illinois,230,1.03914,239.002,-84.94,,,,,,0,0,34,1,-89.38666531,41.37270473
44558,PRINCETON 21 2,Chicago North Illinois,100,1.03607,103.607,-87.89,,,,,,0,0,34,1,-89.37946531,41.36946281
44559,PRINCETON 21 3,Chicago North Illinois,13.8,1.03557,14.291,-90.03,,,,,,0,0,34,1,-89.38882531,41.36886844
44560,PRINCETON 21 4,Chicago North Illinois,1,1.03557,1.036,-90.03,,,,,,0,0,34,1,-89.38666531,41.36838213
44561,PRINCETON 21 5,Chicago North Illinois,20,1.045,20.9,-84.31,,,12.63,6.15,,0,0,34,1,-89.38882531,41.3742716
44562,PRINCETON 21 6,Chicago North Illinois,13.8,1.04453,14.415,-84.38,,,12.63,6.43,,0,0,34,1,-89.38882531,41.373191
44563,PRINCETON 21 7,Chicago North Illinois,18,1.0425,18.765,-84.56,,,6.32,2.95,,0,0,34,1,-89.38882531,41.37211039
44564,PRINCETON 21 8,Chicago North Illinois,13.8,1.0425,14.387,-84.54,,,6.32,2.79,,0,0,34,1,-89.38882531,41.37102976
44565,PRINCETON 21 9,Chicago North Illinois,230,1.03929,239.036,-84.87,,,,,,0,0,34,1,-89.37946531,41.37432563
44566,PRINCETON 21 11,Chicago North Illinois,230,1.03914,239.002,-84.94,,,,,,0,0,34,1,-89.37946531,41.37216442
44567,ELWOOD 4 1,Chicago North Illinois,230,1.044,240.12,-96.51,,,,,,0,0,34,1,-88.10983874,41.42192969
44568,ELWOOD 4 2,Chicago North Illinois,13.8,1.05515,14.561,-92.88,,,288,22.74,,0,0,34,1,-88.11199874,41.42457513
44569,ELWOOD 4 3,Chicago North Illinois,13.8,1.05593,14.572,-90.54,,,288,22.74,,0,0,34,1,-88.11199874,41.42349537
44570,ELWOOD 4 4,Chicago North Illinois,18,1.05507,18.991,-92.84,,,288,22.74,,0,0,34,1,-88.11199874,41.42241559
44571,ELWOOD 4 5,Chicago North Illinois,13.8,1.05573,14.569,-89.64,,,288,22.74,,0,0,34,1,-88.11199874,41.42133579
44572,ELWOOD 4 6,Chicago North Illinois,18,1.05535,18.996,-92.45,,,288,22.74,,0,0,34,1,-88.11199874,41.42025598
44573,ELWOOD 4 7,Chicago North Illinois,18,1.0544,18.979,-93.72,,,288,22.74,,0,0,34,1,-88.11199874,41.41917614
44574,ELWOOD 4 8,Chicago North Illinois,230,1.0405,239.315,-97.56,,,,,,0,0,34,1,-88.10263874,41.42246958
44575,ELWOOD 4 10,Chicago North Illinois,230,1.044,240.12,-96.51,,,,,,0,0,34,1,-88.10263874,41.41815029
44576,AUGUSTA 28 1,Illinois Downstate,100,1.02478,102.478,-78.14,3.59,0.25,,,,0,0,35,1,-90.91348225,40.22131603
44577,BARRY 1 1,Illinois Downstate,100,1.03326,103.326,-77.38,,,,,,0,0,35,1,-90.93442022,39.69415125
44578,BARRY 1 2,Illinois Downstate,100,1.03324,103.324,-77.38,4.17,0.8,,,,0,0,35,1,-90.92362022,39.69553627
44579,BARRY 2 1,Illinois Downstate,100,1.03413,103.413,-77.28,3.48,0.79,,,,0,0,35,1,-91.04267143,39.64523661
44580,BARRY 3 1,Illinois Downstate,100,1.03465,103.465,-77.4,4.17,0.47,,,3.96,0,0,35,1,-91.12676846,39.6589715
44581,BARRY 3 2,Illinois Downstate,100,1.03462,103.462,-77.4,,,,,,0,0,35,1,-91.12244846,39.6589715
44582,CAMP POINT 1 1,Illinois Downstate,100,1.01299,101.299,-75.49,,,,,,0,0,35,1,-91.20224287,40.10137578
44583,CAMP POINT 1 2,Illinois Downstate,100,1.01298,101.298,-75.49,2.02,0.43,,,,0,0,35,1,-91.19792287,40.10192651
44584,CAMP POINT 2 1,Illinois Downstate,100,1.03346,103.346,-76.27,2.76,0.64,,,,0,0,35,1,-91.10941441,39.96055198
44585,CAMP POINT 3 1,Illinois Downstate,100,1.03662,103.662,-76.26,,,,,,0,0,35,1,-90.9943904,40.05391863
44586,CAMP POINT 3 2,Illinois Downstate,100,1.03662,103.662,-76.26,2.18,0.26,,,,0,0,35,1,-90.9900704,40.05557195
44587,CLAYTON 16 1,Illinois Downstate,100,1.03802,103.802,-75.99,3.77,0.28,,,,0,0,35,1,-90.97080045,39.93866504
44588,FOWLER 6 1,Illinois Downstate,100,1.03709,103.709,-76.68,1.52,0.11,,,29.73,0,0,35,1,-91.32997092,40.09192956
44589,FOWLER 6 2,Illinois Downstate,100,1.03676,103.676,-76.68,,,,,,0,0,35,1,-91.32565092,40.09192956
44590,GOLDEN 3 1,Illinois Downstate,100,1.03329,103.329,-76.75,,,,,,0,0,35,1,-91.03042278,40.11338555
44591,GOLDEN 3 2,Illinois Downstate,100,1.03328,103.328,-76.75,3.36,0.31,,,,0,0,35,1,-91.02610278,40.11448681
44592,LIBERTY 19 1,Illinois Downstate,100,1.03498,103.498,-76.45,2.11,0.49,,,,0,0,35,1,-91.08343814,39.85763196
44593,LIBERTY 20 1,Illinois Downstate,100,1.03413,103.413,-76.68,4.81,1.47,,,,0,0,35,1,-91.13672192,39.80190926
44594,LIBERTY 20 2,Illinois Downstate,100,1.03416,103.416,-76.68,,,,,,0,0,35,1,-91.13240192,39.80135611
44595,MENDON 2 1,Illinois Downstate,100,1.0311,103.11,-75.58,3.91,1.8,,,,0,0,35,1,-91.20519754,40.03336314
44596,MENDON 3 1,Illinois Downstate,100,1.03561,103.561,-75.96,6.48,0.65,,,,0,0,35,1,-91.24334197,40.16758497
44597,MENDON 3 2,Illinois Downstate,100,1.03563,103.563,-75.96,,,,,,0,0,35,1,-91.23902197,40.16703478
44598,PAYSON 1 1,Illinois Downstate,100,1.03394,103.394,-76.94,,,,,,0,0,35,1,-91.19717849,39.73728712
44599,PAYSON 1 2,Illinois Downstate,100,1.03392,103.392,-76.95,4.04,0.61,,,,0,0,35,1,-91.19285849,39.73784079
44600,PAYSON 2 1,Illinois Downstate,100,1.00191,100.191,-77.25,4.42,3.09,,,,0,0,35,1,-91.23196763,39.91631553
44601,QUINCY 13 1,Illinois Downstate,100,1.00367,100.367,-77.95,23.38,6.76,,,,0,0,35,1,-91.41397499,39.94140205
44602,QUINCY 14 1,Illinois Downstate,100,1.0061,100.61,-77.86,,,,,,0,0,35,1,-91.3796208,39.92975925
44603,QUINCY 14 2,Illinois Downstate,100,1.006,100.6,-77.88,23.38,4.97,,,,0,0,35,1,-91.3753008,39.93031136
44604,QUINCY 15 1,Illinois Downstate,500,1.04462,522.312,-66.93,,,,,5.17,0,0,35,1,-91.37453482,39.96838572
44605,QUINCY 15 2,Illinois Downstate,230,1.05008,241.519,-68.46,,,,,,0,0,35,1,-91.37021482,39.96728209
44606,QUINCY 15 3,Illinois Downstate,500,1.04451,522.254,-66.94,23.38,5.03,,,,0,0,35,1,-91.37021482,39.96948932
44607,QUINCY 16 1,Illinois Downstate,100,0.99853,99.853,-77.38,23.38,12.11,,,,0,0,35,1,-91.39914132,39.92124217
44608,QUINCY 16 2,Illinois Downstate,100,0.99872,99.872,-77.37,,,,,,0,0,35,1,-91.39482132,39.92068999
44609,QUINCY 17 1,Illinois Downstate,100,1.00463,100.463,-76.8,,,,,,0,0,35,1,-91.29852509,39.97057414
44610,QUINCY 17 2,Illinois Downstate,100,1.00457,100.457,-76.81,12.5,1.6,,,,0,0,35,1,-91.29420509,39.97112593
44611,QUINCY 18 1,Illinois Downstate,100,1.01406,101.406,-77.3,12.5,4.08,,,,0,0,35,1,-91.34192707,39.97055925
44612,QUINCY 19 1,Illinois Downstate,100,1.01543,101.543,-76.97,12.5,3.65,,,,0,0,35,1,-91.34947602,39.99759865
44613,QUINCY 19 2,Illinois Downstate,100,1.0155,101.55,-76.96,,,,,,0,0,35,1,-91.34515602,39.99704708
44614,QUINCY 20 1,Illinois Downstate,100,1.00085,100.085,-77.56,,,,,,0,0,35,1,-91.31122944,39.89830716
44615,QUINCY 20 2,Illinois Downstate,100,1.00081,100.081,-77.57,12.5,0.51,,,,0,0,35,1,-91.30690944,39.89941189
44616,URSA 1,Illinois Downstate,100,1.02961,102.961,-74.24,3.48,0.36,,,,0,0,35,1,-91.41872987,40.13277485
44617,URSA 2,Illinois Downstate,100,1.02963,102.963,-74.23,,,,,,0,0,35,1,-91.41440987,40.13222437
44618,WARSAW 18 1,Illinois Downstate,100,1.02969,102.969,-72.6,,,,,,0,0,35,1,-91.39306223,40.29631607
44619,WARSAW 18 2,Illinois Downstate,69,1.04144,71.859,-71.9,,,,,,0,0,35,1,-91.38874223,40.29302108
44620,WARSAW 18 3,Illinois Downstate,100,1.02965,102.965,-72.6,6.11,2.22,,,,0,0,35,1,-91.38874223,40.29686521
44621,CAIRO 11 1,Illinois Downstate,100,1.03734,103.734,-77.98,2.98,0.79,,,,0,0,35,1,-89.27284694,37.04637215
44622,CAIRO 12 1,Illinois Downstate,230,1.04463,240.264,-69.22,,,,,,0,0,35,1,-89.17599671,37.06168536
44623,CAIRO 12 2,Illinois Downstate,161,1.03971,167.393,-66.86,,,,,,0,0,35,1,-89.17167671,37.05996169
44624,CAIRO 12 3,Illinois Downstate,138,1.04147,143.723,-69.74,,,,,,0,0,35,1,-89.17167671,37.05593964
44625,CAIRO 12 4,Illinois Downstate,161,1.03965,167.384,-66.87,9.56,3.16,,,,0,0,35,1,-89.17599671,37.05938713
44626,CAIRO 12 6,Illinois Downstate,161,1.03991,167.426,-66.79,,,,,,0,0,35,1,-89.17599671,37.05593964
44627,JONESBORO 9 1,Illinois Downstate,100,1.03162,103.162,-78.9,,,,,,0,0,35,1,-89.34563362,37.3354434
44628,JONESBORO 9 2,Illinois Downstate,100,1.03157,103.157,-78.91,6.1,2.65,,,,0,0,35,1,-89.34131362,37.33601587
44629,JONESBORO 10 1,Illinois Downstate,100,1.03392,103.392,-78.64,6.23,1,,,,0,0,35,1,-89.37162554,37.40813686
44630,TAMMS 1 1,Illinois Downstate,100,1.03427,103.427,-78.55,,,,,,0,0,35,1,-89.28903344,37.22425469
44631,TAMMS 1 2,Illinois Downstate,100,1.03426,103.426,-78.56,2.38,0.41,,,,0,0,35,1,-89.28471344,37.22482801
44632,TAMMS 2 1,Illinois Downstate,100,1.0328,103.28,-78.76,3.79,0.91,,,,0,0,35,1,-89.41174565,37.24723204
44633,THEBES 1,Illinois Downstate,100,1.04096,104.096,-77.27,5.25,0.92,,,5.54,0,0,35,1,-89.34042145,37.17332204
44634,THEBES 2,Illinois Downstate,100,1.04092,104.092,-77.27,,,,,,0,0,35,1,-89.33610145,37.17332204
44635,GREENVILLE 66 1,Illinois Downstate,100,1.02465,102.465,-82,,,,,,0,0,35,1,-89.37327692,38.79531501
44636,GREENVILLE 66 2,Illinois Downstate,100,1.02458,102.458,-82.01,11.43,4.28,,,,0,0,35,1,-89.36895692,38.79643732
44637,GREENVILLE 67 1,Illinois Downstate,100,1.019,101.9,-82.46,,,,,,0,0,35,1,-89.40944666,38.90741462
44638,GREENVILLE 67 2,Illinois Downstate,100,1.01897,101.897,-82.47,10.2,1.27,,,,0,0,35,1,-89.40512666,38.90797489
44639,GREENVILLE 68 1,Illinois Downstate,100,1.02034,102.034,-82.41,,,,,,0,0,35,1,-89.47194546,38.94716904
44640,GREENVILLE 68 2,Illinois Downstate,100,1.02028,102.028,-82.41,9.88,2.7,,,,0,0,35,1,-89.46762546,38.947729
44641,MULBERRY GROVE 1,Illinois Downstate,100,1.03029,103.029,-82.02,5.01,1.18,,,,0,0,35,1,-89.29251665,38.96896147
44642,POCAHONTAS 2 1,Illinois Downstate,100,1.0191,101.91,-82.21,3.34,1.04,,,,0,0,35,1,-89.50961841,38.90363179
44643,POCAHONTAS 3 1,Illinois Downstate,100,1.02455,102.455,-81.23,4.13,0.44,,,,0,0,35,1,-89.52738596,38.8023549
44644,POCAHONTAS 4 1,Illinois Downstate,100,1.02947,102.947,-80.52,3.34,0.42,,,,0,0,35,1,-89.54673158,38.73157014
44645,SORENTO 1,Illinois Downstate,100,1.02054,102.054,-81.76,,,,,,0,0,35,1,-89.67186237,38.92694568
44646,SORENTO 2,Illinois Downstate,100,1.02051,102.051,-81.76,4.98,1.84,,,,0,0,35,1,-89.66754237,38.9275058
44647,MOUNT STERLING 8 1,Illinois Downstate,100,1.03774,103.774,-76.04,5.2,1.76,,,,0,0,35,1,-90.74407278,39.94577469
44648,MOUNT STERLING 9 1,Illinois Downstate,100,1.03968,103.968,-75.66,5.2,1.17,,,,0,0,35,1,-90.79974331,39.96468556
44649,MOUNT STERLING 10 1,Illinois Downstate,230,1.04264,239.806,-71.42,,,,,-11.05,0,0,35,1,-90.80323464,40.00077476
44650,MOUNT STERLING 10 2,Illinois Downstate,100,1.04279,104.279,-75.16,,,,,,0,0,35,1,-90.79243464,39.99525908
44651,MOUNT STERLING 10 3,Illinois Downstate,230,1.04258,239.794,-71.42,6.26,3.6,,,,0,0,35,1,-90.79243464,40.00353243
44652,VERSAILLES 11 1,Illinois Downstate,100,1.03126,103.126,-76.43,,,,,,0,0,35,1,-90.63498638,39.84674555
44653,VERSAILLES 11 2,Illinois Downstate,100,1.03124,103.124,-76.44,3.99,0.22,,,,0,0,35,1,-90.62418638,39.8481275
44654,BRADFORD 10 1,Illinois Downstate,100,1.03455,103.455,-85.54,1.29,0.26,,,,0,0,35,1,-89.71481734,41.16168314
44655,HENRY 1 1,Illinois Downstate,100,1.03227,103.227,-88.61,4.13,0.82,,,,0,0,35,1,-89.4707237,41.11101927
44656,HENRY 2 1,Illinois Downstate,100,1.038,103.8,-87.66,2.75,0.59,,,,0,0,35,1,-89.45794903,41.06190002
44657,HENRY 2 2,Illinois Downstate,100,1.03801,103.801,-87.66,,,,,,0,0,35,1,-89.45362903,41.06081425
44658,HENRY 3 1,Illinois Downstate,100,1.03103,103.103,-88.64,5.97,0.68,,,,0,0,35,1,-89.39454981,41.1378622
44659,KEWANEE 1 1,Illinois Downstate,100,1.02792,102.792,-81.71,16.24,3.35,,,,0,0,35,1,-90.05329309,41.24264493
44660,KEWANEE 2 1,Illinois Downstate,100,1.01862,101.862,-85.85,15.47,2.88,,,,0,0,35,1,-89.88106246,41.28497157
44661,KEWANEE 3 1,Illinois Downstate,230,1.04023,239.253,-83.42,13.12,2.9,,,,0,0,35,1,-89.89275703,41.19631091
44662,TISKILWA 1 1,Illinois Downstate,100,1.03769,103.769,-86,,,,,,0,0,35,1,-89.56838525,41.21272866
44663,TISKILWA 1 2,Illinois Downstate,18,1.03769,18.678,-86,,,,,,0,0,35,1,-89.55902525,41.20942461
44664,TISKILWA 1 3,Illinois Downstate,18,1.03769,18.678,-86,,,,,,0,0,35,1,-89.55902525,41.20834128
44665,TISKILWA 1 4,Illinois Downstate,1,1.03769,1.038,-86,,,,,,0,0,35,1,-89.56118525,41.20893712
44666,TISKILWA 1 5,Illinois Downstate,100,1.03771,103.771,-86,,,,,,0,0,35,1,-89.56118525,41.21272866
44667,TISKILWA 1 7,Illinois Downstate,100,1.03768,103.768,-86.01,5.32,0.26,,,,0,0,35,1,-89.56838525,41.20947878
44668,TISKILWA 2 1,Illinois Downstate,100,1.03781,103.781,-85.13,3.61,1.11,,,,0,0,35,1,-89.57385544,41.27612407
44669,TISKILWA 2 2,Illinois Downstate,100,1.03783,103.783,-85.12,,,,,,0,0,35,1,-89.56953544,41.27558296
44670,BATCHTOWN 1,Illinois Downstate,100,1.03759,103.759,-77.77,2.22,0.49,,,,0,0,35,1,-90.66965189,38.99978895
44671,HARDIN 3 1,Illinois Downstate,100,1.0376,103.76,-77.7,,,,,,0,0,35,1,-90.62637397,39.05261127
44672,HARDIN 3 2,Illinois Downstate,100,1.03758,103.758,-77.7,3.02,1.08,,,,0,0,35,1,-90.62205397,39.05372951
44673,HARDIN 4 1,Illinois Downstate,100,1.03683,103.683,-77.86,4.77,1.36,,,,0,0,35,1,-90.64664779,39.20156884
44674,KAMPSVILLE 1,Illinois Downstate,100,1.03717,103.717,-77.85,2.93,0.93,,,,0,0,35,1,-90.65378562,39.28029235
44675,NEBO 2 1,Illinois Downstate,100,1.03952,103.952,-74.56,3.04,1.23,,,,0,0,35,1,-90.71682057,39.43883129
44676,PLEASANT HILL 1 1,Illinois Downstate,100,1.04061,104.061,-74.26,4.36,2.59,,,,0,0,35,1,-90.91499632,39.44183369
44677,ASHLAND 27 1,Illinois Downstate,100,1.02634,102.634,-82.65,,,,,,0,0,35,1,-90.08795932,39.92629679
44678,ASHLAND 27 2,Illinois Downstate,13.8,1.02634,14.163,-82.65,,,,,,0,0,35,1,-90.09011932,39.9229286
44679,ASHLAND 27 3,Illinois Downstate,13.8,1.02634,14.163,-82.65,,,,,,0,0,35,1,-90.09011932,39.92182425
44680,ASHLAND 27 4,Illinois Downstate,1,1.02634,1.026,-82.65,,,,,,0,0,35,1,-90.08795932,39.92243165
44681,ASHLAND 27 5,Illinois Downstate,100,1.02629,102.629,-82.66,5.3,2.83,,,,0,0,35,1,-90.08075932,39.92740107
44682,ASHLAND 27 7,Illinois Downstate,100,1.02638,102.638,-82.65,,,,,,0,0,35,1,-90.08075932,39.92408816
